GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000145214	4	952675	980683	92	17	716517	0.50435	0.30701
ENSG00000145217	4	972861	987228	42	14	716517	0.66914	0.2517
ENSG00000127415	4	980785	998316	82	19	716517	0.1711	0.43207
ENSG00000127418	4	1003724	1020685	66	13	716517	-0.56355	0.71347
ENSG00000178222	4	1050038	1107350	308	10	716517	2.3005	0.010709
ENSG00000159674	4	1160720	1202750	111	24	716517	3.2936	0.00049456
ENSG00000159692	4	1205236	1243741	140	17	716517	0.95566	0.16962
ENSG00000090316	4	1283639	1333935	301	18	716517	1.9526	0.025435
ENSG00000163945	4	1341054	1381837	173	19	716517	1.3174	0.093856
ENSG00000179979	4	1385340	1389780	19	3	716517	0.9646	0.16737
ENSG00000235608	4	1396720	1400119	4	2	716517	1.1122	0.13302
ENSG00000174137	4	1619642	1686029	250	16	716517	-0.29534	0.61613
ENSG00000163950	4	1694527	1714282	50	10	716517	-0.18608	0.57381
ENSG00000168936	4	1717679	1723085	25	6	716517	-0.56377	0.71355
ENSG00000013810	4	1723227	1746898	148	14	716517	-0.54226	0.70618
ENSG00000068078	4	1795034	1810599	40	9	716517	0.38005	0.35195
ENSG00000168924	4	1813206	1857974	26	15	716517	0.44534	0.32804
ENSG00000109685	4	1873151	1983934	69	28	716517	-0.61799	0.73171
ENSG00000185049	4	1984441	2043630	100	12	716517	0.42999	0.3336
ENSG00000243449	4	2043689	2045697	4	2	716517	-0.60458	0.72727
ENSG00000185818	4	2061239	2070816	11	1	716517	1.2957	0.097534
ENSG00000130997	4	2073645	2243848	414	12	716517	-0.90252	0.81661
ENSG00000214367	4	2229191	2243891	33	5	716517	-0.87584	0.80944
ENSG00000123933	4	2249159	2264021	36	4	716517	-1.7021	0.95563
ENSG00000159733	4	2271309	2420390	646	42	716517	1.0429	0.14849
ENSG00000063978	4	2463947	2627047	405	35	716517	-0.63188	0.73627
ENSG00000125386	4	2626988	2734292	305	23	716517	0.1187	0.45275
ENSG00000168884	4	2743375	2758103	61	12	716517	0.91652	0.1797
ENSG00000087266	4	2794750	2842825	210	31	716517	0.24109	0.40474
ENSG00000087274	4	2845584	2931803	166	22	716517	-2.177	0.98526
ENSG00000109736	4	2932288	2936586	9	5	716517	-0.035222	0.51405
ENSG00000087269	4	2939660	2965112	76	11	716517	-0.78764	0.78455
ENSG00000125388	4	2965335	3042474	262	19	716517	-0.40716	0.65806
ENSG00000197386	4	3076408	3245676	384	21	716517	-1.0329	0.84918
ENSG00000188981	4	3246096	3273465	100	9	716517	-1.6682	0.95236
ENSG00000159788	4	3294755	3441640	379	46	716517	0.12329	0.45094
ENSG00000109758	4	3443614	3451211	35	12	716517	0.91985	0.17883
ENSG00000175920	4	3465033	3503200	302	28	716517	0.73746	0.23042
ENSG00000163956	4	3508103	3534286	153	20	716517	0.34699	0.3643
ENSG00000184160	4	3768075	3770251	4	2	716517	0.75094	0.22634
ENSG00000163982	4	4190530	4228616	174	18	716517	0.66713	0.25234
ENSG00000132406	4	4237269	4249950	101	4	716517	-0.13727	0.55459
ENSG00000145220	4	4269428	4291896	103	11	716517	1.7874	0.03694
ENSG00000168826	4	4291924	4323513	118	11	716517	2.0736	0.019058
ENSG00000168824	4	4349867	4420785	305	40	716517	1.2708	0.1019
ENSG00000168818	4	4417469	4544073	333	19	716517	0.71928	0.23598
ENSG00000163132	4	4861393	4865663	22	6	716517	0.88665	0.18763
ENSG00000170891	4	5016313	5021199	25	4	716517	-0.59649	0.72458
ENSG00000152953	4	5053169	5502725	2190	96	716517	-0.37181	0.64498
ENSG00000082929	4	5526296	5529528	5	2	716517	0.28442	0.38804
ENSG00000173040	4	5544499	5711275	646	53	716517	-0.40235	0.65629
ENSG00000072840	4	5712924	5830772	676	69	716517	-0.60933	0.72885
ENSG00000072832	4	5749811	5894785	709	85	716517	-0.78894	0.78493
ENSG00000181215	4	5958845	5991545	223	32	716517	0.70717	0.23973
ENSG00000152969	4	6027926	6202318	615	96	716517	-1.3387	0.90967
ENSG00000109501	4	6271576	6304992	163	9	716517	-1.4305	0.92371
ENSG00000074211	4	6322305	6565327	926	85	716517	1.4554	0.072775
ENSG00000013288	4	6576902	6625089	140	20	716517	-1.3075	0.90449
ENSG00000179010	4	6641818	6644472	9	4	716517	0.39249	0.34735
ENSG00000163993	4	6694796	6698897	16	3	716517	0.48552	0.31365
ENSG00000178988	4	6709428	6711607	1	1	716517	-0.45877	0.6768
ENSG00000186222	4	6717842	6719387	2	1	716517	-1.7023	0.95565
ENSG00000170871	4	6783102	6885897	136	18	716517	-0.35104	0.63722
ENSG00000132405	4	6910969	7034845	501	26	716517	-0.19036	0.57549
ENSG00000173013	4	7042579	7044728	2	1	716517	-0.49542	0.68985
ENSG00000173011	4	7043626	7059679	53	10	716517	0.57965	0.28108
ENSG00000109519	4	7060633	7069924	40	6	716517	1.0606	0.14442
ENSG00000184985	4	7194265	7744554	3247	253	716517	0.021991	0.49123
ENSG00000178597	4	7432022	7436700	39	8	716517	0.048826	0.48053
ENSG00000196526	4	7760441	7941653	1015	41	716517	-0.47998	0.68438
ENSG00000163995	4	7967039	8160559	808	102	716517	1.122	0.13093
ENSG00000125089	4	8183799	8243530	194	35	716517	0.76559	0.22196
ENSG00000170801	4	8271492	8308838	150	17	716517	0.56082	0.28746
ENSG00000087008	4	8368009	8442450	302	26	716517	-1.5743	0.94229
ENSG00000155275	4	8437867	8495258	214	26	716517	-1.2693	0.89784
ENSG00000155269	4	8560452	8621486	369	40	716517	-0.19691	0.57805
ENSG00000109625	4	8594387	8621488	192	23	716517	0.49163	0.31149
ENSG00000186146	4	9446260	9452240	27	4	716517	0.249	0.40168
ENSG00000109667	4	9772777	10056560	1298	32	716517	-0.7653	0.77795
ENSG00000169676	4	9783258	9785632	4	2	716517	0.29224	0.38505
ENSG00000071127	4	10075963	10118573	199	21	716517	0.48324	0.31446
ENSG00000178163	4	10441498	10459034	47	16	716517	-1.1934	0.88364
ENSG00000109684	4	10488019	10686489	799	37	716517	0.33118	0.37025
ENSG00000002587	4	11394774	11431389	118	37	716517	-0.39747	0.65449
ENSG00000157869	4	13362978	13485989	393	13	716517	1.3338	0.091131
ENSG00000109705	4	13542454	13546674	5	3	716517	-0.51449	0.69655
ENSG00000038219	4	13570362	13629347	103	17	716517	0.066448	0.47351
ENSG00000137449	4	15004298	15071777	169	21	716517	0.79381	0.21365
ENSG00000163145	4	15341442	15447790	311	19	716517	-0.17257	0.5685
ENSG00000048342	4	15471489	15603180	319	32	716517	1.1343	0.12833
ENSG00000118564	4	15606162	15683302	237	20	716517	0.59347	0.27643
ENSG00000237765	4	15683285	15707188	64	11	716517	0.90966	0.1815
ENSG00000109743	4	15704573	15739936	169	15	716517	-0.15897	0.56315
ENSG00000004468	4	15779898	15854853	265	17	716517	-0.22582	0.58933
ENSG00000137440	4	15937192	15940363	9	3	716517	0.68297	0.24731
ENSG00000137441	4	15961866	15970932	33	7	716517	1.4316	0.076123
ENSG00000007062	4	15964699	16086001	429	64	716517	-1.682	0.95371
ENSG00000169762	4	16162128	16229033	242	25	716517	-0.42595	0.66493
ENSG00000169744	4	16503164	16900432	1158	117	716517	0.01931	0.4923
ENSG00000151552	4	17461884	17513857	266	26	716517	-0.35837	0.63997
ENSG00000249581	4	17516788	17528727	32	7	716517	1.7434	0.040632
ENSG00000002549	4	17578815	17609595	74	4	716517	-0.30282	0.61899
ENSG00000118579	4	17616254	17635728	64	5	716517	-0.92085	0.82144
ENSG00000047662	4	17630929	17783135	418	14	716517	-0.59717	0.7248
ENSG00000163257	4	17802278	17812381	14	3	716517	1.1662	0.12176
ENSG00000109805	4	17812525	17846485	66	8	716517	1.5765	0.057452
ENSG00000178177	4	17842822	18023499	429	17	716517	1.7345	0.04141
ENSG00000145147	4	20254883	20622184	1020	102	716517	0.52737	0.29897
ENSG00000163138	4	20697905	20754530	226	20	716517	-0.16476	0.56543
ENSG00000185774	4	20730239	21950422	4945	183	716517	-0.19463	0.57716
ENSG00000152990	4	22346694	22517677	599	45	716517	-1.0701	0.85771
ENSG00000109819	4	23756664	23905712	459	69	716517	-0.2313	0.59146
ENSG00000109606	4	24519064	24586173	159	19	716517	0.22253	0.41195
ENSG00000109610	4	24791534	24802464	29	7	716517	-1.4302	0.92367
ENSG00000181982	4	24807739	24981826	541	34	716517	-0.191	0.57574
ENSG00000153012	4	25000469	25032501	155	23	716517	-0.069446	0.52768
ENSG00000109618	4	25121627	25162204	79	15	716517	1.1503	0.12502
ENSG00000038210	4	25162263	25280714	360	28	716517	0.64979	0.25791
ENSG00000168228	4	25314407	25372005	171	17	716517	0.53558	0.29613
ENSG00000053900	4	25378835	25420120	153	12	716517	0.59248	0.27677
ENSG00000157765	4	25656923	25680370	43	13	716517	-0.61719	0.73145
ENSG00000091490	4	25749055	25865382	274	40	716517	-0.41545	0.66109
ENSG00000250317	4	25863452	25931435	211	27	716517	2.3095	0.010459
ENSG00000168214	4	26165077	26436541	535	48	716517	0.42836	0.33419
ENSG00000163394	4	26483022	26492084	27	7	716517	1.1737	0.12026
ENSG00000109680	4	26578059	26756973	218	11	716517	0.30669	0.37954
ENSG00000109689	4	26859300	27027003	308	25	716517	2.7395	0.0030765
ENSG00000169851	4	30722037	31148422	1330	65	716517	0.09277	0.46304
ENSG00000047365	4	35949843	36246131	867	59	716517	0.23151	0.40846
ENSG00000197057	4	36283244	36347378	218	36	716517	0.51302	0.30397
ENSG00000174145	4	37245842	37451087	716	68	716517	2.0924	0.018202
ENSG00000154274	4	37455563	37625117	761	63	716517	-0.5498	0.70877
ENSG00000181826	4	37592422	37687998	382	47	716517	-0.22741	0.58995
ENSG00000169299	4	37828255	37864558	181	16	716517	-0.66455	0.74683
ENSG00000065882	4	37892708	38140796	887	79	716517	-0.89734	0.81523
ENSG00000250254	4	37962056	37962746	2	1	716517	-0.28675	0.61285
ENSG00000109787	4	38665817	38702663	94	22	716517	1.4887	0.068285
ENSG00000174123	4	38773860	38784611	81	9	716517	-1.7224	0.9575
ENSG00000174125	4	38792298	38858438	284	15	716517	0.12503	0.45025
ENSG00000174130	4	38825336	38858438	149	11	716517	0.49896	0.3089
ENSG00000197712	4	38869298	38947360	309	21	716517	0.66871	0.25184
ENSG00000121895	4	38968365	39034542	300	30	716517	0.98489	0.16234
ENSG00000109790	4	39046659	39128477	273	8	716517	-0.16037	0.5637
ENSG00000157796	4	39184024	39287430	211	12	716517	0.077791	0.469
ENSG00000035928	4	39289076	39367995	136	12	716517	-0.27997	0.61025
ENSG00000134962	4	39408473	39453156	155	31	716517	1.2141	0.11236
ENSG00000163682	4	39455744	39460568	21	6	716517	-0.16328	0.56485
ENSG00000121897	4	39460620	39479273	76	13	716517	-0.030768	0.51227
ENSG00000109814	4	39500375	39529931	128	17	716517	-0.71955	0.7641
ENSG00000163683	4	39547950	39640710	243	31	716517	-1.7672	0.9614
ENSG00000078140	4	39699664	39784412	262	16	716517	-0.71926	0.76401
ENSG00000121892	4	39824483	39979576	428	29	716517	0.61197	0.27028
ENSG00000078177	4	40058446	40159872	271	23	716517	0.65615	0.25586
ENSG00000168421	4	40192673	40248587	178	30	716517	-0.81756	0.7932
ENSG00000174343	4	40337346	40357234	115	11	716517	-0.4991	0.69115
ENSG00000163694	4	40425272	40632892	622	90	716517	1.5827	0.056746
ENSG00000179299	4	40751914	40812002	159	19	716517	1.1785	0.11931
ENSG00000163697	4	40812044	41218731	1573	84	716517	-0.63892	0.73856
ENSG00000154277	4	41258430	41270472	47	10	716517	0.27862	0.39027
ENSG00000064042	4	41361624	41702061	873	65	716517	0.16267	0.43539
ENSG00000109132	4	41746099	41750987	12	4	716517	-1.6161	0.94696
ENSG00000109133	4	41937137	41962589	74	7	716517	0.70244	0.2412
ENSG00000182308	4	41983713	41988476	13	4	716517	1.7001	0.044557
ENSG00000014824	4	41992489	42092474	376	9	716517	1.2974	0.097246
ENSG00000188848	4	42112955	42154895	110	14	716517	0.87777	0.19003
ENSG00000178343	4	42399856	42404504	17	6	716517	-0.038817	0.51548
ENSG00000124406	4	42410390	42659122	800	32	716517	0.50606	0.30641
ENSG00000215203	4	42895284	43032675	482	36	716517	0.75247	0.22588
ENSG00000183783	4	44175926	44450824	727	54	716517	-1.3902	0.91777
ENSG00000177752	4	44624086	44680573	242	16	716517	0.75462	0.22524
ENSG00000151806	4	44680444	44702943	45	7	716517	0.38668	0.34949
ENSG00000163281	4	44684217	44728612	107	10	716517	0.36687	0.35686
ENSG00000163285	4	46037786	46126098	307	16	716517	0.40378	0.34319
ENSG00000151834	4	46250444	46477247	533	25	716517	1.0673	0.14291
ENSG00000170516	4	46736844	46911252	435	27	716517	1.4542	0.072952
ENSG00000109158	4	46920917	46996424	247	22	716517	0.87796	0.18998
ENSG00000163288	4	46995740	47428461	1191	75	716517	-1.3251	0.90743
ENSG00000169019	4	47452885	47465736	24	5	716517	-0.44563	0.67207
ENSG00000145246	4	47487305	47595503	401	41	716517	-1.1124	0.86701
ENSG00000145244	4	47596015	47840123	656	36	716517	-1.1382	0.87248
ENSG00000170448	4	47849257	47916653	183	16	716517	0.56338	0.28659
ENSG00000163293	4	47916159	48042188	427	23	716517	0.57304	0.28331
ENSG00000198515	4	47937994	48018689	294	16	716517	0.59833	0.27481
ENSG00000074966	4	48068410	48136273	170	20	716517	0.79938	0.21204
ENSG00000135605	4	48137800	48271881	508	34	716517	1.3856	0.082938
ENSG00000109171	4	48343339	48428229	255	15	716517	1.9521	0.025466
ENSG00000145248	4	48485360	48491213	13	3	716517	-0.12033	0.54789
ENSG00000182223	4	48492269	48496406	15	4	716517	0.87512	0.19075
ENSG00000075539	4	48499378	48782339	405	25	716517	0.65192	0.25723
ENSG00000109180	4	48807229	48863834	80	13	716517	1.2548	0.10478
ENSG00000145247	4	48887036	48908954	34	7	716517	0.01979	0.49211
ENSG00000109182	4	48988264	49064098	145	14	716517	0.0039469	0.49843
ENSG00000109184	4	52709166	52783003	92	10	716517	-0.91174	0.81905
ENSG00000188993	4	52859868	52883786	28	8	716517	-0.56965	0.71554
ENSG00000163069	4	52886872	52904648	30	5	716517	-1.0497	0.85307
ENSG00000163071	4	52917497	52963458	96	11	716517	-1.3826	0.9166
ENSG00000109189	4	53457138	53525502	85	7	716517	-0.89229	0.81388
ENSG00000128045	4	53728457	53733000	13	3	716517	-1.6116	0.94648
ENSG00000184178	4	53739149	54232242	1310	61	716517	-0.97266	0.83464
ENSG00000145216	4	54243810	55161439	2824	137	716517	-0.49224	0.68873
ENSG00000072201	4	54325468	54567572	871	57	716517	0.081682	0.46745
ENSG00000109220	4	54875956	54930857	82	10	716517	-1.1085	0.86618
ENSG00000180613	4	54965690	54968672	8	2	716517	-0.3194	0.62529
ENSG00000134853	4	55095264	55164414	151	12	716517	0.30864	0.3788
ENSG00000157404	4	55524085	55606881	202	29	716517	0.84155	0.20002
ENSG00000128052	4	55944644	55991756	121	25	716517	0.56688	0.2854
ENSG00000128039	4	56212276	56239263	85	15	716517	0.74632	0.22774
ENSG00000134851	4	56262124	56319564	169	16	716517	2.0756	0.018965
ENSG00000134852	4	56294070	56413305	448	14	716517	2.3178	0.010231
ENSG00000163440	4	56422692	56458379	134	12	716517	1.8624	0.031272
ENSG00000109255	4	56461396	56502865	153	18	716517	1.8878	0.029529
ENSG00000090989	4	56719782	56771200	121	20	716517	0.44546	0.32799
ENSG00000174799	4	56815037	56899529	187	23	716517	1.4974	0.067142
ENSG00000109265	4	57036361	57194791	542	67	716517	0.27774	0.39061
ENSG00000157426	4	57204456	57253666	178	18	716517	0.097003	0.46136
ENSG00000128059	4	57259528	57301781	112	14	716517	-0.263	0.60372
ENSG00000128050	4	57301907	57327534	63	9	716517	0.19204	0.42386
ENSG00000174780	4	57333081	57369839	116	12	716517	-0.52706	0.70092
ENSG00000196503	4	57371509	57390614	55	11	716517	-0.69167	0.75543
ENSG00000249693	4	57396775	57469673	257	29	716517	0.28428	0.3881
ENSG00000171476	4	57514155	57548065	134	22	716517	0.16376	0.43496
ENSG00000128040	4	57676026	57687908	51	13	716517	-1.0167	0.84536
ENSG00000084093	4	57774075	57802010	85	15	716517	-0.27359	0.6078
ENSG00000084092	4	57829536	57844989	49	12	716517	0.020684	0.49175
ENSG00000047315	4	57843888	57897334	172	21	716517	0.10888	0.45665
ENSG00000163453	4	57896939	57976551	447	41	716517	-0.037009	0.51476
ENSG00000150471	4	62066976	62944053	2196	130	716517	-0.62662	0.73455
ENSG00000205678	4	65140975	65275186	524	18	716517	-0.76639	0.77828
ENSG00000145242	4	66185281	66536213	1389	63	716517	1.8982	0.028834
ENSG00000145241	4	68337521	68411324	256	13	716517	-0.87745	0.80988
ENSG00000035720	4	68424446	68473055	200	27	716517	-0.30525	0.61991
ENSG00000033178	4	68478370	68566897	295	13	716517	0.4123	0.34006
ENSG00000109163	4	68605046	68620078	50	7	716517	0.43731	0.33094
ENSG00000153802	4	68686594	68749750	152	20	716517	0.77761	0.2184
ENSG00000187054	4	68775103	68829858	164	22	716517	1.4422	0.07462
ENSG00000198092	4	68918916	68995598	208	12	716517	-0.87741	0.80987
ENSG00000226894	4	69054242	69083798	74	5	716517	-1.3476	0.91111
ENSG00000185873	4	69092371	69111438	31	5	716517	-0.80591	0.78985
ENSG00000083896	4	69176105	69215807	64	13	716517	-0.65847	0.74488
ENSG00000087128	4	69313167	69363322	205	15	716517	0.87406	0.19104
ENSG00000196620	4	69512348	69536346	79	19	716517	0.12696	0.44949
ENSG00000109181	4	69681711	69696914	69	7	716517	-0.70048	0.75819
ENSG00000135220	4	69794181	69817509	81	7	716517	-1.0303	0.84857
ENSG00000171234	4	69917081	69978705	368	10	716517	-0.49078	0.68821
ENSG00000213759	4	70065669	70080449	59	10	716517	-0.25952	0.60238
ENSG00000135226	4	70146217	70160768	51	4	716517	0.13678	0.4456
ENSG00000156096	4	70345883	70391732	217	11	716517	0.27511	0.39162
ENSG00000271271	4	70454135	70505360	282	17	716517	0.80888	0.20929
ENSG00000173610	4	70454135	70518965	339	21	716517	0.83515	0.20182
ENSG00000270386	4	70454912	70518967	337	21	716517	0.83962	0.20056
ENSG00000173597	4	70586880	70653679	221	25	716517	-0.3109	0.62206
ENSG00000109193	4	70676498	70725870	149	20	716517	-0.49589	0.69001
ENSG00000126545	4	70796799	70812289	39	8	716517	1.9628	0.024834
ENSG00000135222	4	70820974	70826725	13	3	716517	1.9782	0.023953
ENSG00000126549	4	70861647	70868287	13	6	716517	1.3137	0.094474
ENSG00000205649	4	70894130	70902255	25	6	716517	1.5912	0.055784
ENSG00000126550	4	70916119	70924562	39	9	716517	1.5802	0.057028
ENSG00000187533	4	70999333	71042516	163	20	716517	1.4782	0.069679
ENSG00000109205	4	71062213	71070293	25	5	716517	0.27822	0.39042
ENSG00000181617	4	71091788	71100969	18	6	716517	-0.39067	0.65198
ENSG00000171209	4	71108305	71117145	66	5	716517	-0.57106	0.71602
ENSG00000145309	4	71200683	71202833	6	2	716517	-0.36009	0.64061
ENSG00000109208	4	71226478	71232875	40	9	716517	0.10661	0.45755
ENSG00000171201	4	71235810	71255961	113	11	716517	-0.36221	0.6414
ENSG00000171199	4	71263599	71275911	46	10	716517	1.1049	0.13461
ENSG00000171195	4	71296209	71348714	217	21	716517	1.1436	0.1264
ENSG00000187689	4	71384257	71398459	84	9	716517	0.75012	0.22659
ENSG00000178522	4	71457973	71473005	56	14	716517	1.5139	0.065025
ENSG00000132464	4	71494461	71552533	86	14	716517	-0.50003	0.69147
ENSG00000132465	4	71521258	71547534	26	6	716517	0.20344	0.4194
ENSG00000132467	4	71554196	71556267	3	2	716517	0.33634	0.36831
ENSG00000018189	4	71569921	71673032	323	11	716517	-0.23571	0.59317
ENSG00000132463	4	71681499	71705662	82	8	716517	-0.48726	0.68696
ENSG00000173542	4	71768043	71888166	185	17	716517	-1.1554	0.87604
ENSG00000156136	4	71858255	71896631	65	8	716517	-1.2829	0.90024
ENSG00000080493	4	72053003	72437804	718	44	716517	1.5807	0.056971
ENSG00000145321	4	72607410	72669758	165	23	716517	0.48542	0.31369
ENSG00000056291	4	72897521	73013784	343	12	716517	-0.86489	0.80645
ENSG00000156140	4	73146686	73434516	566	32	716517	2.1772	0.014734
ENSG00000163626	4	73921797	73935472	12	4	716517	0.073465	0.47072
ENSG00000132466	4	73939093	74124515	157	27	716517	-1.4378	0.92476
ENSG00000163631	4	74262831	74287129	45	6	716517	0.22052	0.41273
ENSG00000081051	4	74296855	74321891	54	9	716517	0.29246	0.38497
ENSG00000079557	4	74347400	74369691	55	9	716517	-0.693	0.75585
ENSG00000169435	4	74437267	74486348	149	12	716517	-0.3605	0.64076
ENSG00000169429	4	74606223	74609433	4	1	716517	0.083084	0.46689
ENSG00000124875	4	74702214	74714781	31	9	716517	0.82468	0.20478
ENSG00000109272	4	74718906	74719872	6	2	716517	1.1247	0.13037
ENSG00000163739	4	74735110	74736959	6	3	716517	-0.24806	0.59796
ENSG00000163737	4	74846794	74847841	2	1	716517	-0.40413	0.65694
ENSG00000163735	4	74861359	74864496	7	4	716517	-1.3192	0.90644
ENSG00000163734	4	74902306	74904524	4	2	716517	-1.0318	0.84892
ENSG00000081041	4	74962752	74965010	4	2	716517	-0.10204	0.54064
ENSG00000163738	4	74979891	75168816	282	21	716517	0.39598	0.34606
ENSG00000182585	4	75174190	75181024	7	1	716517	-1.9322	0.97333
ENSG00000124882	4	75230860	75254468	84	9	716517	0.82908	0.20353
ENSG00000109321	4	75310851	75320726	1	1	716517	0.58344	0.2798
ENSG00000205595	4	75480629	75490486	3	1	716517	0.88492	0.1881
ENSG00000174808	4	75669969	75719896	216	16	716517	0.066416	0.47352
ENSG00000169116	4	75858305	75975325	201	24	716517	-0.93628	0.82544
ENSG00000163743	4	76404247	76439974	89	11	716517	0.2225	0.41196
ENSG00000174796	4	76439156	76475683	81	13	716517	-0.016951	0.50676
ENSG00000174792	4	76481258	76491095	34	8	716517	-1.1666	0.87831
ENSG00000138769	4	76503215	76555900	133	11	716517	0.95956	0.16864
ENSG00000138757	4	76567966	76649709	217	19	716517	1.1889	0.11724
ENSG00000138768	4	76649777	76735382	196	13	716517	0.9358	0.17469
ENSG00000156194	4	76781020	76823724	97	16	716517	0.58088	0.28066
ENSG00000138744	4	76831809	76862204	148	15	716517	-0.46263	0.67819
ENSG00000198301	4	76862103	76912115	120	17	716517	-0.38024	0.64812
ENSG00000138755	4	76922428	76928641	11	4	716517	0.50503	0.30677
ENSG00000156219	4	76932337	77033955	631	21	716517	-0.48787	0.68718
ENSG00000169245	4	76942273	76944650	9	2	716517	0.025947	0.48965
ENSG00000169248	4	76954835	76962568	53	4	716517	-0.41367	0.66044
ENSG00000138750	4	77035812	77069668	242	9	716517	0.16714	0.43363
ENSG00000138760	4	77079890	77135046	191	18	716517	-0.61001	0.72907
ENSG00000189157	4	77135193	77204933	352	22	716517	0.64083	0.26082
ENSG00000163749	4	77234154	77343021	201	20	716517	-0.32173	0.62617
ENSG00000138771	4	77356253	77704406	1035	53	716517	-0.1497	0.5595
ENSG00000186212	4	77816082	77819002	7	2	716517	-0.28805	0.61335
ENSG00000138758	4	77870856	77961537	241	20	716517	-1.1443	0.87375
ENSG00000118816	4	77968311	77997158	53	11	716517	0.085972	0.46574
ENSG00000138764	4	78078304	78354542	1678	29	716517	1.5901	0.055906
ENSG00000156234	4	78432907	78532988	180	31	716517	-0.83803	0.79899
ENSG00000138767	4	78634541	78740769	189	19	716517	0.39916	0.34489
ENSG00000169288	4	78783674	78873944	226	19	716517	0.31663	0.37576
ENSG00000138759	4	78978724	79465423	1876	48	716517	-0.18104	0.57183
ENSG00000138772	4	79472673	79531597	138	17	716517	0.78718	0.21559
ENSG00000138756	4	79697496	79837526	234	11	716517	-1.444	0.92564
ENSG00000163291	4	79808281	79860592	137	7	716517	-0.5709	0.71597
ENSG00000156269	4	80146848	80247204	210	21	716517	-1.0081	0.84329
ENSG00000196475	4	80327508	80329372	1	1	716517	0.75175	0.2261
ENSG00000163297	4	80822303	81046608	547	31	716517	-0.88188	0.81108
ENSG00000152784	4	81105033	81125483	69	11	716517	0.85109	0.19736
ENSG00000138675	4	81187753	81257834	207	28	716517	1.1141	0.13262
ENSG00000197826	4	81256874	81884910	1453	36	716517	0.044562	0.48223
ENSG00000152785	4	81952119	81978685	57	8	716517	0.43304	0.33249
ENSG00000138669	4	82009837	82136218	334	19	716517	0.70467	0.24051
ENSG00000138670	4	82347547	82965397	2232	95	716517	0.31908	0.37483
ENSG00000138668	4	83273651	83295656	48	5	716517	-0.85469	0.80364
ENSG00000152795	4	83343717	83351294	31	7	716517	1.8772	0.030242
ENSG00000145293	4	83351715	83382244	91	22	716517	0.89496	0.18541
ENSG00000249242	4	83404323	83483510	194	35	716517	-0.62591	0.73431
ENSG00000145284	4	83550692	83720010	835	51	716517	0.90879	0.18173
ENSG00000138674	4	83739814	83822319	187	11	716517	1.2273	0.10985
ENSG00000168152	4	83821837	83841122	32	4	716517	0.92976	0.17625
ENSG00000189308	4	83831126	83934079	212	10	716517	0.78768	0.21544
ENSG00000138663	4	83955600	83996971	47	9	716517	0.74381	0.22849
ENSG00000145287	4	84011201	84058228	94	17	716517	-0.82166	0.79436
ENSG00000173085	4	84182689	84206067	51	7	716517	-0.48802	0.68723
ENSG00000173083	4	84213614	84256306	117	10	716517	-0.93046	0.82393
ENSG00000163312	4	84328496	84377009	81	10	716517	-0.36578	0.64274
ENSG00000163319	4	84377085	84390888	33	5	716517	-0.088723	0.53535
ENSG00000163322	4	84382092	84444501	195	10	716517	-0.4673	0.67986
ENSG00000138678	4	84457067	84527028	184	14	716517	-0.31792	0.62473
ENSG00000163623	4	85413140	85419603	8	3	716517	-0.46965	0.6807
ENSG00000163624	4	85504132	85572491	117	16	716517	0.38246	0.35106
ENSG00000163625	4	85590704	85887544	342	22	716517	-1.0714	0.85801
ENSG00000138639	4	86396267	86923823	1697	75	716517	1.2837	0.09962
ENSG00000109339	4	86936276	87515284	1768	55	716517	0.6471	0.25878
ENSG00000163629	4	87515468	87736324	634	16	716517	-0.38212	0.64881
ENSG00000145283	4	87744621	87770416	38	9	716517	-0.0027515	0.5011
ENSG00000163633	4	87797358	87857354	149	16	716517	-1.0214	0.84648
ENSG00000172493	4	87856154	88062206	499	37	716517	-0.33449	0.63099
ENSG00000145332	4	88081255	88161466	181	24	716517	-1.2351	0.8916
ENSG00000170509	4	88224941	88244058	60	13	716517	0.096995	0.46137
ENSG00000198189	4	88257762	88312538	207	19	716517	0.84859	0.19805
ENSG00000170502	4	88343734	88380606	91	14	716517	0.51156	0.30448
ENSG00000152583	4	88394487	88452213	208	16	716517	1.601	0.054692
ENSG00000152591	4	88529681	88538062	33	8	716517	0.43658	0.33121
ENSG00000152592	4	88571459	88585513	37	8	716517	1.2867	0.099105
ENSG00000029559	4	88720733	88733074	40	10	716517	0.23691	0.40636
ENSG00000152595	4	88742563	88767969	98	16	716517	0.82364	0.20507
ENSG00000118785	4	88896819	88904562	21	6	716517	-0.17776	0.57054
ENSG00000118762	4	88928820	88998929	163	26	716517	0.14883	0.44085
ENSG00000118777	4	89011416	89152474	479	45	716517	0.38563	0.34988
ENSG00000163644	4	89178772	89205921	46	10	716517	-0.78449	0.78362
ENSG00000138642	4	89299891	89364263	75	21	716517	-1.1415	0.87316
ENSG00000138646	4	89378268	89427314	33	11	716517	-1.0899	0.86211
ENSG00000145337	4	89442136	89444964	1	1	716517	0.11657	0.4536
ENSG00000138641	4	89442199	89629693	429	27	716517	0.31573	0.3761
ENSG00000177432	4	89617066	89619386	6	3	716517	-0.027657	0.51103
ENSG00000138640	4	89647106	90032549	1271	43	716517	1.1921	0.11662
